age,income,wealth,consumption,alpha
4.100000000000000000e+01,3.293588973798880204e+01,5.214687059044317152e+01,3.078955303252467246e+01,9.963610841912872162e-01
4.200000000000000000e+01,3.315364467803853898e+01,5.750902046926768918e+01,3.103481561136531042e+01,9.940761726667999287e-01
4.300000000000000000e+01,3.335916231842122670e+01,6.315257984731453433e+01,3.125185444883629060e+01,9.907205360641444525e-01
4.400000000000000000e+01,3.353710591806363794e+01,6.913136922284479624e+01,3.147571234002507268e+01,9.861646956502483352e-01
4.500000000000000000e+01,3.363320079957019715e+01,7.545164687918719437e+01,3.169031883412220196e+01,9.802655709146905760e-01
4.600000000000000000e+01,3.364774831466439764e+01,8.192191221377838417e+01,3.188894942058221105e+01,9.728451942112369411e-01
4.700000000000000000e+01,3.370446446191282064e+01,8.852891986125949586e+01,3.210315652047582802e+01,9.635130323260172602e-01
4.800000000000000000e+01,3.361464579547414644e+01,9.532440298134874013e+01,3.228290472343037010e+01,9.524576886437733370e-01
4.900000000000000000e+01,3.359828168889845301e+01,1.022049412693350519e+02,3.246564803392811172e+01,9.384996661039345378e-01
5.000000000000000000e+01,3.354679116754189749e+01,1.091067533245337415e+02,3.266701740365176221e+01,9.234253616694797495e-01
5.100000000000000000e+01,3.349511114271223988e+01,1.159699260420843956e+02,3.285758938054410550e+01,9.066525304149128939e-01
5.200000000000000000e+01,3.337931618485473706e+01,1.229058006788916231e+02,3.303286442600298045e+01,8.887733922908588324e-01
5.300000000000000000e+01,3.324881869546691604e+01,1.298998743723749669e+02,3.321883633268974734e+01,8.690709153394647890e-01
5.400000000000000000e+01,3.301813209494255830e+01,1.367066342617213763e+02,3.338046191699444165e+01,8.473039550729594138e-01
5.500000000000000000e+01,3.305276497706150707e+01,1.434168136941065654e+02,3.356167966358165700e+01,8.246636458835415739e-01
5.600000000000000000e+01,3.292416653135473581e+01,1.501007436432450390e+02,3.374451934090160421e+01,8.015881184743409715e-01
5.700000000000000000e+01,3.292672206316652250e+01,1.567273506624069910e+02,3.393631943195974543e+01,7.775184121033758000e-01
5.800000000000000000e+01,3.276758847535030839e+01,1.633913237567975330e+02,3.411074530362601109e+01,7.526189843451903672e-01
5.900000000000000000e+01,3.264119292350162027e+01,1.697583405231230529e+02,3.425494532445923568e+01,7.271614531188274055e-01
6.000000000000000000e+01,3.263376236602692160e+01,1.758919181191242274e+02,3.440970981336023016e+01,7.011136233926392736e-01
6.100000000000000000e+01,3.248999369113064262e+01,1.820849212140529403e+02,3.457737212449612230e+01,6.746196014376857342e-01
6.200000000000000000e+01,3.250561738586213778e+01,1.881540725797477762e+02,3.473554248835979053e+01,6.477500257126123095e-01
6.300000000000000000e+01,3.253307604799439190e+01,1.941469368985251265e+02,3.488852830376043812e+01,6.203758203282725425e-01
6.400000000000000000e+01,3.252018720016501874e+01,1.999080332082699840e+02,3.501412492259989762e+01,5.921203659523358587e-01
6.500000000000000000e+01,3.261448893303343510e+01,2.056720091496689236e+02,3.512719173501682235e+01,5.637800675989398380e-01
6.600000000000000000e+01,2.144877358886079222e+01,2.115409753241030444e+02,3.509236953364399625e+01,5.678339952869633223e-01
6.700000000000000000e+01,2.144877358886079222e+01,2.060696970383527855e+02,3.505070392065388063e+01,5.720821722921984875e-01
6.800000000000000000e+01,2.144877358886079222e+01,2.004144930000763054e+02,3.500151479885158068e+01,5.766141223421824558e-01
6.900000000000000000e+01,2.144877358886079222e+01,1.945640638501906494e+02,3.494214585156282737e+01,5.814905669627667972e-01
7.000000000000000000e+01,2.144877358886079222e+01,1.886229707044659278e+02,3.487594993588096770e+01,5.868253642230033540e-01
7.100000000000000000e+01,2.144877358886079222e+01,1.824245970551245932e+02,3.479411611711480390e+01,5.923762406825304749e-01
7.200000000000000000e+01,2.144877358886079222e+01,1.762034451270546640e+02,3.470720195990621448e+01,5.984091302067299223e-01
7.300000000000000000e+01,2.144877358886079222e+01,1.697652771531971041e+02,3.460451373893150873e+01,6.047242362167059015e-01
7.400000000000000000e+01,2.144877358886079222e+01,1.631036854939878538e+02,3.448302540795481974e+01,6.113834140612114387e-01
7.500000000000000000e+01,2.144877358886079222e+01,1.563007749907351069e+02,3.434845972213256715e+01,6.184633114546933541e-01
7.600000000000000000e+01,2.144877358886079222e+01,1.493580504779112630e+02,3.419663907303837647e+01,6.261280955810488713e-01
7.700000000000000000e+01,2.144877358886079222e+01,1.423347310439307591e+02,3.403213550890135508e+01,6.341542278309909575e-01
7.800000000000000000e+01,2.144877358886079222e+01,1.351003661886605869e+02,3.384099757587976143e+01,6.428969441894943904e-01
7.900000000000000000e+01,2.144877358886079222e+01,1.279274573196296387e+02,3.364231582537015441e+01,6.522104080060241449e-01
8.000000000000000000e+01,2.144877358886079222e+01,1.206946337356115464e+02,3.342401169898072766e+01,6.620892858859632746e-01
8.100000000000000000e+01,2.144877358886079222e+01,1.134074505611054065e+02,3.318044404107081391e+01,6.727695274107557966e-01
8.200000000000000000e+01,2.144877358886079222e+01,1.060389695015949485e+02,3.290817951210146930e+01,6.838808423193867281e-01
8.300000000000000000e+01,2.144877358886079222e+01,9.870183626400229571e+01,3.261040723945743025e+01,6.957245304367708494e-01
8.400000000000000000e+01,2.144877358886079222e+01,9.136244820104546704e+01,3.228358849300107636e+01,7.080308897933169643e-01
8.500000000000000000e+01,2.144877358886079222e+01,8.403954486979080230e+01,3.193095425649512364e+01,7.209519012693708095e-01
8.600000000000000000e+01,2.144877358886079222e+01,7.685160486939965097e+01,3.155741636513301529e+01,7.343148916220126887e-01
8.700000000000000000e+01,2.144877358886079222e+01,6.971324248978085336e+01,3.114778831439701534e+01,7.479922955644973115e-01
8.800000000000000000e+01,2.144877358886079222e+01,6.268137480734023370e+01,3.070140107231049953e+01,7.619857018619943245e-01
8.900000000000000000e+01,2.144877358886079222e+01,5.580569389195680685e+01,3.021884737594156789e+01,7.759655908841596172e-01
9.000000000000000000e+01,2.144877358886079222e+01,4.913507625784657762e+01,2.970272891528069792e+01,7.900698896068742982e-01
9.100000000000000000e+01,2.144877358886079222e+01,4.277135225763444026e+01,2.915951987519176214e+01,8.038083887239021452e-01
9.200000000000000000e+01,2.144877358886079222e+01,3.667419668788427600e+01,2.858059619134888152e+01,8.173607079221589800e-01
9.300000000000000000e+01,2.144877358886079222e+01,3.092984303263337509e+01,2.797665767474103404e+01,8.300692175924101468e-01
9.400000000000000000e+01,2.144877358886079222e+01,2.555298476744731317e+01,2.735287102952822025e+01,8.425687912585608785e-01
9.500000000000000000e+01,2.144877358886079222e+01,2.056967268111895564e+01,2.671835527037772096e+01,8.541042754584298180e-01
9.600000000000000000e+01,2.144877358886079222e+01,1.604173780607786171e+01,2.609301702444198767e+01,8.651165882538367491e-01
9.700000000000000000e+01,2.144877358886079222e+01,1.192142094379768480e+01,2.546862969111365516e+01,8.757411726372885674e-01
9.800000000000000000e+01,2.144877358886079222e+01,8.273117191993302200e+00,2.487055847798402297e+01,8.860283700867125356e-01
9.900000000000000000e+01,2.144877358886079222e+01,5.082958734868588735e+00,2.430584462577068905e+01,8.956572743842859952e-01
1.000000000000000000e+02,2.144877358886079222e+01,2.334279067703498356e+00,2.378305265656429057e+01,0.000000000000000000e+00
