age,income,wealth,consumption,alpha
4.500000000000000000e+01,3.363320079957019715e+01,2.782105748772121956e+02,3.110678676145924371e+01,4.152474376065001804e-01
4.600000000000000000e+01,3.364774831466439764e+01,2.910470876924636627e+02,3.184436345841479010e+01,4.061241321647454106e-01
4.700000000000000000e+01,3.370446446191282064e+01,3.034313022322177744e+02,3.259180507709773877e+01,3.980387008813024430e-01
4.800000000000000000e+01,3.361464579547414644e+01,3.155287316141959195e+02,3.331768314791184338e+01,3.908091537197293519e-01
4.900000000000000000e+01,3.359828168889845301e+01,3.270872130034292695e+02,3.404043427623958706e+01,3.844255114472474588e-01
5.000000000000000000e+01,3.354679116754189749e+01,3.381418410072191136e+02,3.477576762785238884e+01,3.787780723956222784e-01
5.100000000000000000e+01,3.349511114271223988e+01,3.486846937221602616e+02,3.550506528237912818e+01,3.736977423187032854e-01
5.200000000000000000e+01,3.337931618485473706e+01,3.587816085135060007e+02,3.622540185381009081e+01,3.692138894585316189e-01
5.300000000000000000e+01,3.324881869546691604e+01,3.684325238043253989e+02,3.695781757487028329e+01,3.653909913909758611e-01
5.400000000000000000e+01,3.301813209494255830e+01,3.773066764985060786e+02,3.766965350129906653e+01,3.622098185574652573e-01
5.500000000000000000e+01,3.305276497706150707e+01,3.855584915064599159e+02,3.840250558162014727e+01,3.595718579261278358e-01
5.600000000000000000e+01,3.292416653135473581e+01,3.932551215673455545e+02,3.914020799722354838e+01,3.575170371101096256e-01
5.700000000000000000e+01,3.292672206316652250e+01,4.003883189083938419e+02,3.989458894748104711e+01,3.559604052277943742e-01
5.800000000000000000e+01,3.276758847535030839e+01,4.070179979914403816e+02,4.064318885440852114e+01,3.549705475345577010e-01
5.900000000000000000e+01,3.264119292350162027e+01,4.127835091019196057e+02,4.137420682688398443e+01,3.545045424678336943e-01
6.000000000000000000e+01,3.263376236602692160e+01,4.177646160034192917e+02,4.212451597291633476e+01,3.546767288130209250e-01
6.100000000000000000e+01,3.248999369113064262e+01,4.222720054915864125e+02,4.290128449584074843e+01,3.554620750381246586e-01
6.200000000000000000e+01,3.250561738586213778e+01,4.260522460642264946e+02,4.368546971302396997e+01,3.568514178181037000e-01
6.300000000000000000e+01,3.253307604799439190e+01,4.291425176111958990e+02,4.448310610320428538e+01,3.589868274839591589e-01
6.400000000000000000e+01,3.252018720016501874e+01,4.313892038232550021e+02,4.527528826047289812e+01,3.617790063539871870e-01
6.500000000000000000e+01,3.261448893303343510e+01,4.330337434706078170e+02,4.608007300129291650e+01,3.652212594100078813e-01
6.600000000000000000e+01,2.144877358886079222e+01,4.341282357215517891e+02,4.603473664646843844e+01,3.668117816265974995e-01
6.700000000000000000e+01,2.144877358886079222e+01,4.237783111922720423e+02,4.598089087325618607e+01,3.685299364071289996e-01
6.800000000000000000e+01,2.144877358886079222e+01,4.131419428247504584e+02,4.591762220569086139e+01,3.703736048186186403e-01
6.900000000000000000e+01,2.144877358886079222e+01,4.021709764023248113e+02,4.584105220268770609e+01,3.724114511037485697e-01
7.000000000000000000e+01,2.144877358886079222e+01,3.909776188505350660e+02,4.575447292419296019e+01,3.746227091628110406e-01
7.100000000000000000e+01,2.144877358886079222e+01,3.794119154901828210e+02,4.564899476396300315e+01,3.769447630436859598e-01
7.200000000000000000e+01,2.144877358886079222e+01,3.677294310764645502e+02,4.553620489318584674e+01,3.795373952671655116e-01
7.300000000000000000e+01,2.144877358886079222e+01,3.556979281277124869e+02,4.540264537022104463e+01,3.822566510598517375e-01
7.400000000000000000e+01,2.144877358886079222e+01,3.433072368560401060e+02,4.524565159485820942e+01,3.852466210925040158e-01
7.500000000000000000e+01,2.144877358886079222e+01,3.306881264634208151e+02,4.507228257599845733e+01,3.884164359137997069e-01
7.600000000000000000e+01,2.144877358886079222e+01,3.177865463310972132e+02,4.487657844089289227e+01,3.919487342983484224e-01
7.700000000000000000e+01,2.144877358886079222e+01,3.047061062499858508e+02,4.466369116914336246e+01,3.957243297093268608e-01
7.800000000000000000e+01,2.144877358886079222e+01,2.912383790329529347e+02,4.441642957188872742e+01,4.000412517769387222e-01
7.900000000000000000e+01,2.144877358886079222e+01,2.777842268719390404e+02,4.415878712191692301e+01,4.046131491426236959e-01
8.000000000000000000e+01,2.144877358886079222e+01,2.641612908542869604e+02,4.387459057327097867e+01,4.095944565480725275e-01
8.100000000000000000e+01,2.144877358886079222e+01,2.503735684839785165e+02,4.355828755527131335e+01,4.152276392614114298e-01
8.200000000000000000e+01,2.144877358886079222e+01,2.364141587800637296e+02,4.320381884567425601e+01,4.211622822445149628e-01
8.300000000000000000e+01,2.144877358886079222e+01,2.224212175709748180e+02,4.281867280274542509e+01,4.277521167851845996e-01
8.400000000000000000e+01,2.144877358886079222e+01,2.082723165567004457e+02,4.239130723569884651e+01,4.350105951520030212e-01
8.500000000000000000e+01,2.144877358886079222e+01,1.940966230008666003e+02,4.193266758845738451e+01,4.428276301132396675e-01
8.600000000000000000e+01,2.144877358886079222e+01,1.800073728068012713e+02,4.144555138036019315e+01,4.512531731523116707e-01
8.700000000000000000e+01,2.144877358886079222e+01,1.659044530707778051e+02,4.091229209283433477e+01,4.604625699685910845e-01
8.800000000000000000e+01,2.144877358886079222e+01,1.518254469660581663e+02,4.032767510944177758e+01,4.703864727849612626e-01
8.900000000000000000e+01,2.144877358886079222e+01,1.378267638108618485e+02,3.969054291571213611e+01,4.810384376589821875e-01
9.000000000000000000e+01,2.144877358886079222e+01,1.240290834279986143e+02,3.900684478339025674e+01,4.924376288880524255e-01
9.100000000000000000e+01,2.144877358886079222e+01,1.105042569171313858e+02,3.827546180692483091e+01,5.047439551646554223e-01
9.200000000000000000e+01,2.144877358886079222e+01,9.724471362670342955e+01,3.748579479552188332e+01,5.173764186032805412e-01
9.300000000000000000e+01,2.144877358886079222e+01,8.434686736731033818e+01,3.664320674366450703e+01,5.306751107546184842e-01
9.400000000000000000e+01,2.144877358886079222e+01,7.184545660831500413e+01,3.574880504012291738e+01,5.444565012639299706e-01
9.500000000000000000e+01,2.144877358886079222e+01,5.976272327857486744e+01,3.480400213629401662e+01,5.588106472392092572e-01
9.600000000000000000e+01,2.144877358886079222e+01,4.824266017043734678e+01,3.383333028318348568e+01,5.736559190667211983e-01
9.700000000000000000e+01,2.144877358886079222e+01,3.725723451633450622e+01,3.282068141749597601e+01,5.889035652693375145e-01
9.800000000000000000e+01,2.144877358886079222e+01,2.691522763802425544e+01,3.179203439663107389e+01,6.044500612187061472e-01
9.900000000000000000e+01,2.144877358886079222e+01,1.723403121463452692e+01,3.074897080183731291e+01,6.204400373729495044e-01
1.000000000000000000e+02,2.144877358886079222e+01,8.255071805731938994e+00,2.970384539459273299e+01,0.000000000000000000e+00
